MSSV,Ho,Ten,Diem
19300785,Patricia,Vivle,9.9
19300786,Ileana,Leler,3.7
19300787,Janenna,Kat,6.7
19300788,Camile,Podvin,11
19300789,Valli,Ricki,1.7
19300790,Brandise,Carey,3.4
19300791,Odessa,Emerson,5.4
19300792,Arlena,Ax,9.7
19300793,Lindie,Bigner,7.7
19300794,Ezmeralda,Ietta,3.5
19300795,Donnie,Meter,3.5
19300796,Bee,Flyn,3.5
19300797,Roslyn,Henebry,10
19300798,Gwenneth,Stacy,1.4
19300799,Elie,Hourigan,3
19300800,Merry,Charity,9.3
19300801,Sheree,Halsey,8.8
19300802,Regina,Carey,5.6
19300803,Stevana,Mott,7.4
19300804,Sonni,Dielu,3.7
19300805,Concettina,Delacourt,3.1
19300806,Patricia,Goth,1.1
19300807,Ethel,McClimans,3
19300808,Gilligan,Izaak,3.3
19300809,Kirbee,Erich,5.9
19300810,Vere,Zeeba,8.7
19300811,Keelia,Faust,1.9
19300812,Jobi,Konyn,2.3
19300813,Fanny,Avi,7
19300814,Genovera,Thornburg,9.5
19300815,Sheelagh,Eno,2.5
19300816,Melina,Terencio,9.6
19300817,Kirbee,Jorgan,7.4
19300818,Sandie,Alisia,7
19300819,Augustine,Kristi,8.4
19300820,Joceline,Regan,1.7
19300821,Rubie,Armanda,2.6
19300822,Gabriellia,Carolin,3.8
19300823,Dale,Lane,9.8
19300824,Doralynne,Rustice,9.3
19300825,Alejandra,Kenney,9.8
19300826,Roseline,Egbert,9.6
19300827,Mary,Ashely,7.6
19300828,Ginnie,Elvyn,11
19300829,Anestassia,Berard,5.4
19300830,Britte,Mich,5.8
19300831,Melanie,Halsey,7.6
19300832,Minda,Vins,3.1
19300833,Johna,Cimbura,7.3
19300834,Barbara,Bari,9.9
19300835,Gale,Joseph,1.4
19300836,Nickie,Kelula,1.5
19300837,Trudie,Fiester,9.3
19300838,Ofilia,Brieta,8.9
19300839,Marita,Olnee,1.3
19300840,Louella,Nahum,9.4
19300841,Aurelie,Goldina,6.3
19300842,Estell,Pattin,9.2
19300843,Genevra,Deny,3.5
19300844,Marcy,Goerke,6.9
19300845,Dania,Stuart,4.4
19300846,Nollie,Dorcy,8.7
19300847,Gerrie,Mott,5.6
19300848,Myriam,Chobot,9.7
19300849,Nadine,Hebner,3.7
19300850,Maud,Alarise,7.1
19300851,Alexine,Eugenia,7.1
19300852,Nataline,Melony,8
19300853,Barbara,Bartlett,6.6
19300854,Viviene,Decato,4.5
19300855,Lila,Kannry,5.6
19300856,Tonia,Joni,2.3
19300857,Teddie,Lail,4.6
19300858,Kayla,Vivle,8.9
19300859,Layla,Justinn,7.4
19300860,Belinda,Francyne,1.4
19300861,Codie,Fredi,8.5
19300862,Cathyleen,Johnsson,8.5
19300863,Annabela,My,7
19300864,Annaliese,Egbert,2.5
19300865,Layla,Strephon,1.6
19300866,Caritta,Kelula,7.5
19300867,Benita,Leary,2.2
19300868,Orelia,Anastatius,5.9
19300869,Lily,Wittie,9.6
19300870,Ileana,Berl,9.6
19300871,Nelle,Kolnick,4.4
19300872,Nariko,Pitt,1.2
19300873,Rebeca,Wandie,3.5
19300874,Petronia,Kussell,1.2
19300875,Michaelina,Delacourt,7
19300876,Hope,Monk,4.5
19300877,Olivette,Oneida,2
19300878,Candi,Lubin,2.9
19300879,Hildegaard,Poppy,8.2
19300880,Lisette,Odell,2.8
19300881,Calla,Old,7
19300882,Fina,Bury,4.3
19300883,Laure,Dorine,8.5
19300884,Berget,Smitt,8.7
19300885,Basia,Glenden,8.2
19300886,Lorne,Billye,8
19300887,Joy,Palocz,3.5
19300888,Giustina,Abernon,2.9
19300889,Jennica,Dulciana,1.9
19300890,Allis,Wilkinson,4.4
19300891,Ayn,Krystle,7
19300892,Lanna,Isacco,9.4
19300893,Carree,Goerke,6.2
19300894,Flory,Brady,5
19300895,Bernardine,Kravits,2
19300896,Angela,Chaing,5.8
19300897,Marline,Viddah,3.8
19300898,Marika,Gaspard,8
19300899,Cordi,Stephie,3
19300900,Heddie,Federica,7.6
19300901,Ann-Marie,Wittie,9.2
19300902,Annecorinne,Junie,4.3
19300903,Stacey,Roxanna,9.5
19300904,Violet,Hoban,5.5
19300905,Blondelle,Pernick,1.5
19300906,Ginnie,Maxi,7.7
19300907,Elora,Stefa,4.8
19300908,Helena,Faria,9.3
19300909,Merle,Pettiford,7.6
19300910,Catharine,Deegan,9.2
19300911,Vivia,Liva,8.8
19300912,Xylina,Georgy,4
19300913,Theodora,Dorine,5.6
19300914,Abbie,Loleta,2.9
19300915,Vivia,Zenas,3.1
19300916,Cristine,Wattenberg,4.4
19300917,Averyl,Havens,2.6
19300918,Nanete,Strephon,5.1
19300919,Mignon,Mott,9.9
19300920,Kylynn,Tristram,8.4
19300921,Lulita,Mintz,1.8
19300922,Jenda,Leopold,9.8
19300923,Vita,Wareing,6.5
19300924,Deirdre,Slifka,8.8
19300925,Dennie,Bouchard,7.1
19300926,Ileana,Dalli,8
19300927,Ezmeralda,Lindemann,5.3
19300928,Chloris,Ortrude,5.2
19300929,Jemie,My,6.8
19300930,Corene,Redmond,3.9
19300931,Amara,Publia,2.7
19300932,Dorene,Mozelle,3.2
19300933,Moyna,Alrich,1.4
19300934,Ardenia,Jess,9.4
19300935,Brianna,Goode,7.9
19300936,Marnia,Ephrem,1.3
19300937,Karina,Francene,3.7
19300938,Eve,Joachim,9.6
19300939,Maridel,Belanger,1.6
19300940,Susette,Brunell,5.9
19300941,Wanda,Zeeba,8
19300942,Tobe,Ajay,3.2
19300943,Eugine,Sherrie,1.3
19300944,Lulita,Bord,9.9
19300945,Julieta,Gamaliel,2.9
19300946,Carilyn,Killigrew,4.7
19300947,Zondra,Chobot,5.5
19300948,Christal,Paton,9.9
19300949,Asia,Gunn,6.7
19300950,Rani,Poppy,1
19300951,Lyssa,Giff,5.8
19300952,Amalie,Ingra,9.8
19300953,Jean,Kathie,3
19300954,Siana,Roumell,2.5
19300955,Lorie,Saint,6
19300956,Maurene,Pierette,3.3
19300957,Evaleen,Hepsibah,2.9
19300958,Susette,Stuart,1.4
19300959,Nariko,Stevy,3.4
19300960,Morganica,Oriana,3.3
19300961,Alejandra,Mott,7
19300962,Cassandra,Clywd,9.5
19300963,Jessamyn,Neils,8.9
19300964,Rivalee,Laurianne,5.8
19300965,Evaleen,Ulphia,8.1
19300966,Kylynn,Plato,3.6
19300967,Melina,Fairweather,8.2
19300968,Alleen,Aloise,3.4
19300969,Leona,Telfer,8.9
19300970,Ana,Carey,9.9
19300971,Celene,Gibbeon,8.1
19300972,Annice,Billye,6.7
19300973,Tani,Cleo,1
19300974,Dulcinea,Lesley,3.2
19300975,Dianemarie,Emerson,9.4
19300976,Emylee,Simmonds,3.5
19300977,Bobinette,Donoghue,3.6
19300978,Sindee,Campball,2.8
19300979,Netty,Sibyls,6.6
19300980,Cindelyn,Melony,3.6
19300981,Joy,Vilma,1.4
19300982,Ileana,Fancie,8.4
19300983,Keelia,Claudine,1.8
19300984,Lulita,Sandye,6.3
19300985,Melina,Carmena,6.8
19300986,Aryn,Greyson,5.6
19300987,Carmencita,Chrystel,5.2
19300988,Brena,McNully,3.6
19300989,Consuela,Emerson,4.9
19300990,Ann-Marie,Bergman,9.3
19300991,Eadie,Bearnard,9.1
19300992,Nikki,Gusella,9.3
19300993,Paola,Larochelle,5
19300994,Hyacinthe,Federica,1.3
19300995,Sophia,Roscoe,9.9
19300996,Roseline,Maiah,1.3
19300997,Ronna,Keelia,9.8
19300998,Marika,Hull,7.8
19300999,Anica,Dorcy,9.1
19301000,Tatiania,Vilma,2.5
19301001,Shell,Toffic,4.1
19301002,Shannah,Sadowski,9.9
19301003,Rosaline,Sherrie,5.6
19301004,Latisha,Gaal,2.4
19301005,Livvyy,Boehike,9.9
19301006,Carmela,Garek,4.8
19301007,Ira,Dash,6.6
19301008,Pierette,Decato,5.6
19301009,Sybille,Seagraves,2
19301010,Trudie,Wiener,2.5
19301011,Valli,Orpah,8.3
19301012,Gabi,Croix,9.6
19301013,Charmaine,Eachern,1.5
19301014,Shirlee,Afton,9.3
19301015,Nessie,Arquit,6.2
19301016,Tracey,Nea,7.3
19301017,Leontine,Suzetta,8.6
19301018,Lanna,Kamaria,11
19301019,Catrina,Sacken,4.1
19301020,Kathi,Naashom,1.1
19301021,Kara-Lynn,Smitt,5.2
19301022,Berget,Pelagias,9.4
19301023,Shaine,Nerita,8.9
19301024,Marika,Amasa,9.1
19301025,Sheree,Dorine,2.7
19301026,Queenie,Revkah,9.6
19301027,Nanete,Gordon,3.3
19301028,Marsiella,Malina,9.1
19301029,Mellicent,Edvard,3
19301030,Hayley,Granoff,4.5
19301031,Marinna,Aurelio,9.3
19301032,Sidoney,Bates,2.4
19301033,Madelle,Neils,9.6
19301034,Nannie,Kat,9.6
19301035,Shell,August,9.2
19301036,Nonnah,Zrike,9
19301037,Babita,Drisko,7.3
19301038,Sue,Franza,1.7
19301039,Beatriz,Ulphia,9.1
19301040,Regina,Aaberg,3.4
19301041,Nananne,Karna,3.4
19301042,Bill,Lilas,1.1
19301043,Aimil,Henebry,9.4
19301044,Bee,Maisey,9.6
19301045,Rhea,Brackely,9.8
19301046,Shannah,Ledah,9.6
19301047,Lucy,Christal,4.4
19301048,Vevay,Germann,9.3
19301049,Karlee,Forrer,1.8
19301050,Shell,Blake,7.5
19301051,Gisela,Hanleigh,6.9
19301052,Shannah,Rebecka,9.5
19301053,Sadie,Ludewig,9.1
19301054,Barbara,Fry,3.3
19301055,Wendi,Trace,4.3
19301056,Ezmeralda,Devlen,5.3
19301057,Cecile,Erminia,8.9
19301058,Laure,Brady,1.6
19301059,Pamella,Marlie,1.3
19301060,Karina,Podvin,6.2
19301061,Rhea,Timon,9.8
19301062,Kimmy,Kenwood,9.6
19301063,Briney,Bebe,9.8
19301064,Olwen,Mathilde,3.6
19301065,Fidelia,Merell,1.2
19301066,Olwen,Lalitta,9.3
19301067,Amalie,Marlie,8.4
19301068,Clarice,Delacourt,3.1
19301069,Mahalia,Sigfrid,3
19301070,Lindie,Toffic,4.3
19301071,Chastity,Matthew,4.8
19301072,Edyth,Fadiman,7.9
19301073,Ariela,Rebecka,8
19301074,Tabbatha,Eugenia,8.5
19301075,Jaime,Dosia,10
19301076,Emelina,Mike,5.4
19301077,Julieta,Lareena,2.1
19301078,Aaren,Morehouse,5.1
19301079,Micheline,Faro,7.9
19301080,Gwenneth,Campball,9.6
19301081,Celisse,Avi,1.5
19301082,Ardeen,Selway,1.9
19301083,Ruthe,Matthew,2
19301084,Fernande,Evangelia,3.5
19301085,Perry,Hathaway,7.1
19301086,Myrtice,Judye,9.9
19301087,Barbi,Ricarda,9.8
19301088,Camile,Fax,6
19301089,Laurene,Cressida,5.5
19301090,Gilligan,Honoria,5.1
19301091,Carree,Marijo,9.9
19301092,Juliane,Cordi,1.3
19301093,Gretal,Leary,9
19301094,Augustine,Podvin,4.7
19301095,Gwyneth,Chandler,7.2
19301096,Kelly,Nisbet,2.9
19301097,Lucy,Joli,4.5
19301098,Wynne,Gamaliel,3.3
19301099,Gwyneth,Howlyn,5.8
19301100,Rochette,Stanwood,2
19301101,Larine,Brady,6.1
19301102,Ofilia,Isacco,2.2
19301103,Jenda,Jobi,3
19301104,Kamilah,Sherfield,9.7
19301105,Leona,Chandler,10
19301106,Taffy,Baudin,1
19301107,Brena,Yorick,4.4
19301108,Kittie,Kenney,9.1
19301109,Hettie,Rooney,9
19301110,Magdalena,Behre,3.6
19301111,Fidelia,Tomasina,7.8
19301112,Robinia,Urias,2.9
19301113,Robbi,Ricki,6.2
19301114,Mathilda,Schenck,2.2
19301115,Jaclyn,Sherfield,4.2
19301116,Netty,Lilas,9.3
19301117,Max,Ursulette,8.8
19301118,Tera,Yusuk,3.7
19301119,Laurene,Tristram,6.1
19301120,Lyssa,Merriott,9.3
19301121,Joy,Urias,9
19301122,Belinda,Prober,8
19301123,Melanie,Hathaway,9.1
19301124,Berta,Baylor,9.6
19301125,Gilda,Kat,8.3
19301126,Nikki,Bevin,1.4
19301127,Orsola,Peonir,2.9
19301128,Jessamyn,Lemuela,9.1
19301129,Dede,Carey,6
19301130,Mildrid,Dichy,6.5
19301131,Peri,Glovsky,10
19301132,Feliza,Brodench,9.4
19301133,Fanny,Douglass,9.5
19301134,Halette,Birdella,4.6
19301135,Lanae,Screens,8.6
19301136,Romona,Laverne,8.2
19301137,Annora,Bevin,9.9
19301138,Peri,Darbie,7.2
19301139,Correy,Middleton,6.4
19301140,Therine,Parsaye,7.5
19301141,Nollie,Alrich,4.9
19301142,Ermengarde,Darrell,5.9
19301143,Jessy,Xerxes,2.4
19301144,Caritta,Ellord,5.9
19301145,Justinn,Kristi,9.3
19301146,Chloris,Pond,9.9
19301147,Netty,Kirbee,9.1
19301148,Lusa,Schenck,9.4
19301149,Sheelagh,Stilwell,6.2
19301150,Paola,Palocz,2
19301151,Aurelie,Jenness,3.4
19301152,Brana,Kravits,6.4
19301153,Melina,Amadas,3.7
19301154,Alia,Orlene,6.9
19301155,Angela,Phi,4.5
19301156,Kassey,Borrell,1.1
19301157,Nollie,Marisa,8
19301158,Adele,Donoghue,1.5
19301159,Desirae,Jacobah,8.6
19301160,Mathilda,Alfons,9.5
19301161,Christal,Shields,3.8
19301162,Kirbee,Wolfgram,8.4
19301163,Leanna,Lea,7.9
19301164,Blondelle,Cyrie,9.8
19301165,Marcy,Drus,8.9
19301166,Danika,Brackely,3.6
19301167,Joeann,Demitria,10
19301168,Kimberley,Weitman,7.1
19301169,Zia,Wilkinson,9.3
19301170,Jolyn,Melony,6.4
19301171,Fanchon,Robertson,1.5
19301172,Tori,Fax,6.1
19301173,Heddie,Gregrory,9.1
19301174,Quintina,Remmer,9.1
19301175,Dianemarie,Nahum,9.2
19301176,Elie,Rugen,8.5
19301177,Vivia,Raffo,4.6
19301178,Chere,Robertson,7
19301179,Beth,Heidt,3.2
19301180,Amara,Pyle,2.1
19301181,Collen,Constancy,3.3
19301182,Addia,Rustice,4.6
19301183,Charmaine,Socha,3.7
19301184,Ketti,Screens,2.5
19301185,Benita,Suzetta,6.4
19301186,Madelle,Revkah,2.5
19301187,Di,Ovid,2.6
19301188,Alie,Drus,6.8
19301189,Phylis,Torray,8
19301190,Gabriellia,Peonir,3
19301191,Leeanne,Firmin,2.8
19301192,Stevana,Gregrory,8.4
19301193,Adore,Astra,3.2
19301194,Binny,Hailee,5.3
19301195,Estell,Dahlia,9.2
19301196,Drucie,Luhe,3
19301197,Joleen,Bashemeth,4.5
19301198,Oona,Gamaliel,5.3
19301199,Janenna,Amand,3.7
19301200,Clo,Septima,2.7
19301201,Libbie,Howlyn,8
19301202,Phylis,Howlyn,5.5
19301203,Meriel,Ailyn,1.1
19301204,Jenilee,Rosalba,8.7
19301205,Queenie,Stevy,7.9
19301206,Rhoda,Mike,4.2
19301207,Cristine,Marcellus,5
19301208,Sherrie,Kimmie,5.6
19301209,Meg,Dawkins,9
19301210,Jaime,Peonir,5.2
19301211,Kimberley,Casimir,1.4
19301212,Aeriela,Lipson,7.8
19301213,Constance,Dowski,9.9
19301214,Lisette,Vittoria,5.3
19301215,Christy,Meter,2.7
19301216,Meg,Kare,6.7
19301217,Celene,Ashely,7.7
19301218,Marcelline,Dominy,1.9
19301219,Rivalee,Bari,5.3
19301220,Albertina,Rheingold,8.3
19301221,Zsa Zsa,Velick,6.5
19301222,Meghann,O'Neill,3.2
19301223,Kristina,Narton,2.9
19301224,Rori,Casimir,9
19301225,Jolyn,Janith,6
19301226,Starla,Matthew,5.9
19301227,Ana,Keily,4.2
19301228,Imojean,Jerold,9.5
19301229,Wanda,Toni,9.1
19301230,Kylynn,Sheng,8.6
19301231,June,Felecia,3.6
19301232,Alyssa,Melan,8.5
19301233,Lizzie,Karna,9.9
19301234,Alameda,Chauncey,5.3
19301235,Drucie,Brian,4.7
19301236,Starla,Jena,1.7
19301237,Amara,Bari,9.3
19301238,Marnia,Dudley,1.9
19301239,Hildegaard,Weaks,9.3
19301240,Olivette,Crudden,3.6
19301241,Bobinette,Durante,3
19301242,Melanie,Presber,1
19301243,Bernardine,Wenda,8.9
19301244,Jolyn,Brenn,8.2
19301245,Lauryn,Ferrell,9.9
19301246,Bobinette,Demitria,2.2
19301247,Dawn,Wind,6.8
19301248,Gerrie,Khorma,9.2
19301249,Daune,Genna,4.1
19301250,Judy,Suk,8.8
19301251,Blinni,Martguerita,9.5
19301252,Jere,Konyn,7.6
19301253,Ronna,Lail,7.2
19301254,Carlie,Zitvaa,2.9
19301255,Rhoda,Cornelia,5.2
19301256,Jan,Zina,2.3
19301257,Georgetta,Cloris,1.8
19301258,Elfreda,Sharl,9.2
19301259,Tatiania,Lauraine,6.9
19301260,Deirdre,Wildermuth,9.8
19301261,Flo,Ioab,8.1
19301262,Anica,Lemuela,1.8
19301263,Tomasina,Masao,3.6
19301264,Christal,Mata,3.2
19301265,Augustine,Remmer,4.4
19301266,Gilda,Marisa,5.9
19301267,Riannon,Argus,8.8
19301268,Margarette,Blake,6.7
19301269,Amara,Bronk,1.2
19301270,Alie,Frodi,4.7
19301271,Giustina,Crudden,9.3
19301272,Evita,Salvidor,7.4
19301273,Rhea,Grobe,1.8
19301274,Ada,Sundin,9.6
19301275,Karolina,Rogerio,8.5
19301276,Kaja,Alisia,4.1
19301277,Ofilia,Ezar,5.3
19301278,Annaliese,Stefa,1.8
19301279,Rhoda,Lattie,7.9
19301280,Marline,Pierette,1.3
19301281,Lynea,Hermes,9.8
19301282,Orsola,Thar,4.5
19301283,Nadine,Redmond,3
19301284,Melanie,Mathilde,6.3
19301285,Clo,Dorcy,4.7
19301286,Constance,Percy,8.7
19301287,Korrie,Dahlia,1.3
19301288,Peri,McLaughlin,8.8
19301289,Leeanne,Diogenes,9.2
19301290,Nataline,Heidt,3.6
19301291,Aurore,August,9.1
19301292,Roberta,Amethist,3
19301293,Vevay,McLaughlin,6.7
19301294,Rosaline,Bach,6.1
19301295,Felice,Maisey,8.8
19301296,Gale,Fink,2.6
19301297,Carilyn,Shanley,3.3
19301298,Caritta,Skell,3.1
19301299,Lynnea,Taima,6.8
19301300,Theodora,Latini,4.1
19301301,Gianina,Garlinda,2.6
19301302,Gilda,Sadowski,2.6
19301303,Tabbatha,Diann,7.3
19301304,Ira,Schalles,3.6
19301305,Maud,Whittaker,9.3
19301306,Audrie,Killigrew,7.5
19301307,Melodie,Hedve,6.7
19301308,Jacenta,Jena,3.7
19301309,Ardeen,Bultman,1.2
19301310,Farrah,Wattenberg,9.9
19301311,Kylynn,Thar,9.3
19301312,Janey,Ludewig,6.3
19301313,Therine,Fry,6.1
19301314,Helena,Zamora,7.7
19301315,Consuela,Orlene,3.3
19301316,Goldie,Destinee,8.3
19301317,Shandie,Gwenore,2
19301318,Patricia,Ramona,3.1
19301319,Beatriz,Chandler,9.9
19301320,Tierney,Gunn,3.5
19301321,Janey,Aloise,5.4
19301322,Isa,Dituri,3.1
19301323,Marika,Ioab,4.2
19301324,Renae,Hewitt,8.8
19301325,Gusella,Natica,6.4
19301326,Jemie,Clarissa,9.9
19301327,Kathi,Pulsifer,2
19301328,Barbi,McClimans,5.9
19301329,Ronna,Macey,8.1
19301330,Sharlene,Berne,9.5
19301331,Verla,Hepsibah,4.4
19301332,Carlie,Colyer,7.8
19301333,Fred,Mallon,4.3
19301334,Jan,Merell,9.5
19301335,Tori,Beniamino,9.1
19301336,Chrystel,Elvyn,2.8
19301337,Gabriellia,Roxanna,4.8
19301338,Kaja,Ulphia,8.9
19301339,Melisent,Colleen,5.3
19301340,Amalie,Orlene,7
19301341,Dorothy,Artie,9.3
19301342,Merle,Linskey,8
19301343,Annora,Celestine,2.6
19301344,Natka,Howlyn,6.2
19301345,Ingrid,Seessel,6.5
19301346,Doralynne,Zuzana,9.3
19301347,Renae,Zola,9.2
19301348,Alia,Gaulin,4.5
19301349,Hildegaard,Ries,4.1
19301350,Eugine,Latini,7
19301351,Vonny,Gilmour,2.6
19301352,Vere,Bobbee,3.4
19301353,Fernande,Ulphia,9.4
19301354,Winny,Virgin,2.5
19301355,Ofilia,Bethany,9.4
19301356,Aryn,Fredi,3.1
19301357,Rebeca,Diogenes,9.1
19301358,Jany,Joachim,7.5
19301359,Madelle,Hunfredo,8.8
19301360,Konstance,Elbertina,3.4
19301361,Cristabel,Lanita,4.6
19301362,Regina,Saree,7
19301363,Veda,Yorick,9.7
19301364,Brandise,Himelman,7.4
19301365,Sabina,Eldrid,8.6
19301366,Valeda,Hortensia,5.7
19301367,Shandie,Isidore,6.8
19301368,Jaime,Lytton,9.4
19301369,Myriam,Olin,8.2
19301370,Flo,Hourigan,6.5
19301371,Tani,Charity,8.5
19301372,Hayley,Even,5.7
19301373,Daryl,Peg,1.7
19301374,Wynne,Valerio,6.2
19301375,Wilma,Earlie,3.7
19301376,Karlee,Stav,3.1
19301377,Aryn,Thad,1.8
19301378,Bettine,Annabella,2
19301379,Philis,Durware,4.5
19301380,Madeleine,Viddah,9.1
19301381,Nariko,Dichy,3.6
19301382,Bernardine,Trace,9.5
19301383,Emmey,Merell,2.8
19301384,Adriana,Arathorn,2.6
19301385,Joceline,Albertine,7.8
19301386,Janis,Lalitta,1.5
19301387,Philis,Chesna,1.3
19301388,Deloria,Grosz,6.1
19301389,Monika,Prober,5.5
19301390,Nessie,Vivle,6.4
19301391,Rochette,Telfer,9.2
19301392,Malina,Connelly,7.9
19301393,Wendi,Japeth,2.4
19301394,Meghann,Sadowski,6.4
19301395,Corly,Franza,1.5
19301396,Lanna,Joseph,1.1
19301397,Augustine,Ophelia,7
19301398,Joeann,Abram,4.7
19301399,Brana,Iphlgenia,3
19301400,Jacquetta,Hessler,2.7
19301401,Alia,Hessler,2
19301402,Feliza,Wildermuth,7.8
19301403,Rosene,Havens,3.8
19301404,Moyna,Havens,7.5
19301405,Tarra,Destinee,6.8
19301406,Raina,Brackely,7.1
19301407,Willetta,Bonilla,9.5
19301408,Dacia,Pauly,1.2
19301409,Randa,Kare,9.9
19301410,Brena,Anastatius,1.7
19301411,Carmencita,Sperling,2.4
19301412,Sindee,Yusuk,1.2
19301413,Aurelie,Rosette,5.5
19301414,Linet,Winnick,6.6
19301415,Lita,Rolf,9.5
19301416,Deane,Shaddock,3.4
19301417,Moyna,Sheng,8.8
19301418,Devina,Borrell,9.2
19301419,Leontine,Mauer,8.6
19301420,Tonia,Ralfston,6.1
19301421,Sharlene,Thema,4.6
19301422,Ulrike,Dimitris,7.9
19301423,Kial,Henrie,10
19301424,Clo,Hamil,9.1
19301425,Fanny,Beniamino,7.6
19301426,Deedee,Wooster,6.6
19301427,Esmeralda,Lemuela,3.3
19301428,Alex,Terencio,2.7
19301429,Aaren,Tomasina,3
19301430,Sandie,Joeann,8.5
19301431,Jaclyn,Demitria,9.1
19301432,Sheree,Wiener,9.6
19301433,Charmaine,Baptlsta,3.9
19301434,Zsa Zsa,Gualtiero,9
19301435,Catharine,Bartlett,9.3
19301436,Corene,Ephrem,7.5
19301437,Catrina,Terencio,4.5
19301438,Rayna,Shields,9.4
19301439,Ruthe,Trace,9.3
19301440,Hannis,Eachern,6.9
19301441,Di,Giule,11
19301442,Eugine,Vale,6.5
19301443,Tilly,Frodi,4.2
19301444,Helena,Warthman,6.9
19301445,Frances,Kathie,10
19301446,Maye,Tayib,5.6
19301447,Estell,Bollay,8.8
19301448,Philis,Teryn,4.5
19301449,Celisse,Deegan,7.3
19301450,Chandra,Ellerey,1.7
19301451,Lynnea,Huggins,5.2
19301452,Selia,Madox,9.8
19301453,Marsiella,Thilda,4.3
19301454,June,Malina,4.1
19301455,Lesly,Dermott,9.6
19301456,Leontine,Edee,6.3
19301457,Lulita,Jobi,5.2
19301458,Nannie,Cherianne,5.8
19301459,Veda,Pandolfi,1.6
19301460,Johna,Loleta,8.5
19301461,Chandra,Ader,9.7
19301462,Vevay,Buckler,1.4
19301463,Cassondra,Love,4.3
19301464,Mariann,Konyn,9.9
19301465,Edee,Fredi,1.1
19301466,Jillayne,Ciro,7.9
19301467,Romona,Rogerio,2.7
19301468,Ninnetta,Huggins,8.2
19301469,Kayla,Rheingold,5.6
19301470,Gaylene,Fancie,1.3
19301471,Peri,Primalia,5.7
19301472,Kaja,Morehouse,2.1
19301473,Talya,Ethban,8.1
19301474,Arlena,Hillel,6.3
19301475,Jessamyn,Faso,9.2
19301476,Nelle,Faria,8.6
19301477,Christian,Read,1.3
19301478,Zsa Zsa,Ramona,5.3
19301479,Ottilie,Eben,6.2
19301480,Mireielle,Tufts,6.6
19301481,Janis,Vary,8.5
19301482,Kristan,My,1.5
19301483,Lorie,Han,8.3
19301484,Nannie,Gerge,1.2
19301485,Paulita,Thunell,9.1
19301486,Taffy,Donoghue,7.8
19301487,Ashlee,Tannie,8.1
19301488,Candi,Septima,9.9
19301489,Sarette,Grayce,4.5
19301490,Frank,Jacqui,9
19301491,Averyl,Greenwald,7.7
19301492,Maud,Sisile,2.4
19301493,Natka,Nelsen,5.8
19301494,Tierney,Middleton,4.2
19301495,Brooks,Girardo,9.2
19301496,Bettine,Haerr,2.5
19301497,Raina,Toffic,9.3
19301498,Vevay,Florina,2.7
19301499,Millie,Yusuk,3.4
19301500,Marleah,Chick,3.1
19301501,Clo,Rad,3.2
19301502,Di,Cosenza,7.2
19301503,Vivia,Nisbet,9.9
19301504,Renie,Harned,8.7
19301505,Alie,Tryck,6.2
19301506,Elie,Teryn,1.2
19301507,Tarra,Mozelle,2.3
19301508,Livvyy,Pascia,9.8
19301509,Elyssa,Palocz,3.4
19301510,Olivette,Winthorpe,9.9
19301511,Kristina,Dearborn,1.2
19301512,Judy,Tengdin,2.4
19301513,Danny,Berriman,2.1
19301514,Sadie,Vivle,4
19301515,Zaria,Forrer,2.8
19301516,Lelah,Newell,8.3
19301517,Kary,Bigner,2.3
19301518,Imojean,Ledah,10
19301519,Cathyleen,Modie,3.1
19301520,Cyndie,Lindemann,4.3
19301521,Wileen,Merat,5.9
19301522,Joane,Pacorro,2.7
19301523,Lelah,Sandye,3.3
19301524,Berta,Frendel,7.6
19301525,Gavrielle,Bouchard,10
19301526,Marline,Hurley,11
19301527,Harmonia,Charmine,7.8
19301528,Karena,Jethro,5.9
19301529,Mignon,Kinnard,8.5
19301530,Fawne,Weitman,5.8
19301531,Patricia,Mallon,4.1
19301532,Tatiania,Mott,8.7
19301533,Nollie,Isidore,2.5
19301534,Basia,Selway,1.6
19301535,Anthia,McGrody,9.1
19301536,Gwenneth,Diogenes,5.6
19301537,Wynne,Ethban,9.7
19301538,Zondra,Lewes,9.1
19301539,Tina,Valoniah,3.1
19301540,Aurore,Merna,11
19301541,Nariko,Fiann,5.1
19301542,Lila,Oster,2.6
19301543,Mady,Esmaria,8.5
19301544,Lilith,Ackerley,1.9
19301545,Paulita,Faust,4.5
19301546,Rochette,Annice,1.4
19301547,Rosaline,Newell,6.6
19301548,Margalo,Gower,3.3
19301549,Lorenza,Alisia,3.3
19301550,Letizia,Kalinda,7.2
19301551,Maud,Sinegold,3.3
19301552,Marinna,Fredi,2.2
19301553,Coral,Shaver,9.9
19301554,Charmaine,Keily,5
19301555,Stevana,Clywd,2.2
19301556,Aigneis,Linehan,8.8
19301557,Regina,Marijo,4.2
19301558,Lulita,Margarete,9.1
19301559,Meriel,Terencio,3.1
19301560,Jeanna,Artie,4.5
19301561,Mureil,Azeria,3.1
19301562,Shel,Kimmie,7.2
19301563,Layla,Burnside,8.6
19301564,Elka,Lorain,2.4
19301565,Rozele,Trace,2.9
19301566,Emma,Parsaye,9.8
19301567,Lynnea,Adore,9.9
19301568,Sashenka,Blase,9.4
19301569,Marylou,Ivens,2.7
19301570,Lyssa,Tengdin,9.7
19301571,Sallie,Ariella,5.8
